,State_Code,State_Name,Crash_ID,Count_Non_Motorists,Count_Vehicles_Total,Count_Vehicle_Forms,Count_PVH_Involved,Count_Occupants_MV,City_Name,Month_Name,Day_of_Month,Day_of_Week,Crash_Hour,Crash_Minute,Area_Rural_Urban,Road_Functional_Class,On_NHS_Road,Latitude,Longitude,Intersection_Type,Light_Condition,Weather_Condition,Notif_Hour,Notif_Minute,Arrival_Hour,Arrival_Minute,Hospital_Hour,Hospital_Minute,Fatalities_Count,Clean_Light_Condition,Clean_Weather_Condition,Total_Killed,Total_Alive,Fatal_Seats_List,Killed_Restraint_List,Any_Driver_Drinking,Total_Drinking_Drivers,Driver_License_Category,Driver_Max_Prev_Accident_Count,Driver_Max_Prev_Speeding_Count,Max_Driver_Age,Min_Driver_Age,Driver_Sex_List,Total_Exceeding_Limit_Vehicles,Total_Too_Fast_Vehicles,Max_Vehicle_Type_Severity_5,Max_Vehicle_Damage_Rank,Max_Harmful_Event_Severity,Crash_Road_Surface_Condition,Crash_Horizontal_Alignment,Crash_Vertical_Profile,Crash_Impairment_Category,Crash_Vehicle_Defect
0,1,Alabama,10001,0,1,1,0,1,NOT APPLICABLE,January,4,Wednesday,22,20,Rural,Medium Speed (Collector),No,31.927975,-86.53883333,Non-Intersection,Dark - Not Lighted,Clear,10:00pm-10:59pm,20,10:00pm-10:59pm,45,Not Applicable (Not Transported),Not Applicable (Not Transported),1,Dark - Unlighted,Clear,1,0,['Driver'],['Shoulder_Lapbelt'],0,0,Valid,0.0,1.0,33.0,33.0,['Male'],0,0,3,4,2,Dry,Straight,Grade/Hillcrest,Medium,No
1,1,Alabama,10002,0,1,1,0,1,NOT APPLICABLE,March,20,Monday,2,0,Rural,Low Speed (Local),No,30.50874444,-88.27321389,Non-Intersection,Dark - Not Lighted,Clear,2:00am-2:59am,8,2:00am-2:59am,23,Not Applicable (Not Transported),Not Applicable (Not Transported),1,Dark - Unlighted,Clear,1,0,['Driver'],['None_Used'],1,1,Valid,0.0,0.0,32.0,32.0,['Female'],0,0,2,4,3,Dry,Straight,Level,Lowest,No
2,1,Alabama,10003,0,1,1,0,1,NOT APPLICABLE,March,18,Saturday,22,56,Rural,Medium Speed (Collector),No,34.73833333,-86.375825,Non-Intersection,Dark - Not Lighted,Clear,10:00pm-10:59pm,48,11:00pm-11:59pm,8,Not Applicable (Not Transported),Not Applicable (Not Transported),1,Dark - Unlighted,Clear,1,0,['Driver'],['None_Used'],1,1,Valid,0.0,0.0,21.0,21.0,['Female'],1,0,2,4,3,Dry,Curve,Grade/Hillcrest,Lowest,No
3,1,Alabama,10004,0,1,1,0,3,NOT APPLICABLE,March,17,Friday,19,0,Rural,Low Speed (Local),No,31.01478056,-86.74669444,Non-Intersection,Dark - Not Lighted,Rain,7:00pm-7:59pm,0,7:00pm-7:59pm,44,Unknown,Unknown EMS Hospital Arrival Time,1,Dark - Unlighted,Rain/Wind/Minor,1,2,['Rear_Seat'],['None_Used'],1,1,Valid,1.0,0.0,54.0,54.0,['Male'],3,0,3,4,3,Dry,Curve,Grade/Hillcrest,Lowest,No
4,1,Alabama,10005,0,1,1,0,4,NOT APPLICABLE,March,17,Friday,14,55,Rural,High Speed (Arterial),Yes,31.02740556,-87.6438,Non-Intersection,Daylight,Rain,2:00pm-2:59pm,53,3:00pm-3:59pm,8,Unknown,Unknown EMS Hospital Arrival Time,1,Daylight,Rain/Wind/Minor,1,3,['Driver'],['Shoulder_Lapbelt'],0,0,Invalid,0.0,0.0,54.0,54.0,['Male'],4,0,2,4,3,Wet/Standing Water,Straight,Level,Lowest,No
5,1,Alabama,10006,0,1,1,0,1,NOT APPLICABLE,March,16,Thursday,5,25,Rural,Low Speed (Local),No,33.22190556,-86.38474722,Non-Intersection,Daylight,Clear,5:00am-5:59am,18,5:00am-5:59am,33,Unknown,Unknown EMS Hospital Arrival Time,1,Daylight,Clear,1,0,['Driver'],['Shoulder_Lapbelt'],0,0,Valid,4.0,0.0,67.0,67.0,['Male'],0,0,3,4,3,Dry,Straight,Level,Lowest,No
6,1,Alabama,10007,0,2,2,0,2,NOT APPLICABLE,March,16,Thursday,5,25,Rural,Medium Speed (Collector),No,34.44845556,-86.52765556,Non-Intersection,Dark - Not Lighted,Clear,5:00am-5:59am,31,5:00am-5:59am,48,6:00am-6:59am,48,2,Dark - Unlighted,Clear,2,0,"['Driver', 'Driver']","['None_Used', 'None_Used']",0,0,Valid,0.0,1.0,46.0,33.0,"['Male', 'Male']",0,0,3,4,5,Dry,Curve,Level,Lowest,No
7,1,Alabama,10008,0,1,1,0,2,NOT APPLICABLE,March,15,Wednesday,11,12,Rural,Medium Speed (Collector),No,33.02797222,-85.94111111,Non-Intersection,Daylight,Clear,11:00am-11:59am,12,11:00am-11:59am,22,Unknown,Unknown EMS Hospital Arrival Time,1,Daylight,Clear,1,1,['Front_Passenger'],['None_Used'],0,0,Invalid,2.0,1.0,34.0,34.0,['Male'],0,0,3,4,3,Dry,Curve,Grade/Hillcrest,Lowest,No
8,1,Alabama,10009,0,1,1,0,3,NOT APPLICABLE,March,11,Saturday,1,30,Rural,High Speed (Arterial),No,32.38221389,-88.19781389,Non-Intersection,Dark - Not Lighted,Clear,1:00am-1:59am,40,2:00am-2:59am,1,Not Applicable (Not Transported),Not Applicable (Not Transported),2,Dark - Unlighted,Clear,2,1,"['Front_Passenger', 'Rear_Seat']","['None_Used', 'None_Used']",1,1,Invalid,0.0,1.0,28.0,28.0,['Male'],0,0,2,4,3,Dry,Straight,Grade/Hillcrest,Lowest,No
9,1,Alabama,10010,0,2,2,0,4,NOT APPLICABLE,January,12,Thursday,18,20,Rural,Medium Speed (Collector),No,32.10828056,-86.52649167,Non-Intersection,Dark - Not Lighted,Clear,6:00pm-6:59pm,18,6:00pm-6:59pm,59,7:00pm-7:59pm,46,1,Dark - Unlighted,Clear,1,3,['Driver'],['Shoulder_Lapbelt'],1,2,Valid,0.0,1.0,33.0,33.0,"['Male', 'Male']",0,0,3,4,5,Dry,Curve,Level,Lowest,No
10,1,Alabama,10011,0,1,1,0,1,NOT APPLICABLE,January,2,Monday,18,18,Rural,Medium Speed (Collector),No,34.10104444,-87.39218889,Non-Intersection,Dark - Not Lighted,Cloudy,Unknown,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,Not Applicable (Not Transported),Not Applicable (Not Transported),1,Dark - Unlighted,Reduced Visibility,1,0,['Driver'],['Shoulder_Lapbelt'],0,0,Valid,0.0,0.0,20.0,20.0,['Male'],1,0,2,4,3,Dry,Straight,Grade/Hillcrest,Lowest,No
11,1,Alabama,10012,0,1,1,0,1,NOT APPLICABLE,January,3,Tuesday,14,10,Urban,Medium Speed (Collector),Yes,32.51246111,-86.45651944,Non-Intersection,Daylight,Rain,2:00pm-2:59pm,10,2:00pm-2:59pm,20,Unknown,Unknown EMS Hospital Arrival Time,1,Daylight,Rain/Wind/Minor,1,0,['Driver'],['Shoulder_Lapbelt'],0,0,Valid,0.0,0.0,17.0,17.0,['Male'],1,0,3,4,3,Wet/Standing Water,Curve,Level,Lowest,No
12,1,Alabama,10013,0,2,2,0,4,NOT APPLICABLE,January,1,Sunday,2,30,Rural,Medium Speed (Collector),No,30.56732222,-87.76065833,Non-Intersection,Dark - Not Lighted,"Fog, Smog, Smoke",Unknown,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,Unknown,Unknown EMS Hospital Arrival Time,1,Dark - Unlighted,Reduced Visibility,1,3,['Driver'],['Lapbelt_Only'],0,0,Valid,0.0,0.0,28.0,22.0,"['Male', 'Male']",0,0,3,4,5,Dry,Straight,Level,Lowest,No
13,1,Alabama,10014,1,1,1,0,1,BESSEMER,January,2,Monday,17,42,Urban,Medium Speed (Collector),No,33.409225,-86.97589444,Non-Intersection,Dark - Not Lighted,Clear,5:00pm-5:59pm,42,5:00pm-5:59pm,56,6:00pm-6:59pm,18,1,Dark - Unlighted,Clear,0,1,[],[],0,0,Valid,0.0,0.0,59.0,59.0,['Male'],0,0,3,2,4,Dry,Straight,Level,Lowest,No
14,1,Alabama,10015,0,2,2,0,2,PRATTVILLE,January,4,Wednesday,3,5,Urban,High Speed (Arterial),Yes,32.4605,-86.41808889,Complex/Circle,Dark - Lighted,Rain,3:00am-3:59am,5,3:00am-3:59am,10,3:00am-3:59am,46,1,Dark - Lighted,Rain/Wind/Minor,1,1,['Driver'],['None_Used'],1,1,Invalid,1.0,0.0,52.0,32.0,"['Male', 'Male']",0,0,3,4,5,Wet/Standing Water,Straight,Level,Lowest,No
15,1,Alabama,10016,0,1,1,0,4,ALBERTVILLE,January,2,Monday,2,5,Urban,Medium Speed (Collector),No,34.26632222,-86.21219444,Non-Intersection,Dark - Lighted,Clear,1:00am-1:59am,55,2:00am-2:59am,1,2:00am-2:59am,17,1,Dark - Lighted,Clear,1,3,['Driver'],['None_Used'],1,1,Valid,0.0,1.0,18.0,18.0,['Male'],4,0,3,4,3,Dry,Straight,Level,Lowest,No
16,1,Alabama,10017,0,2,2,0,2,NOT APPLICABLE,January,1,Sunday,21,15,Rural,Medium Speed (Collector),No,34.24958333,-86.10768056,Non-Intersection,Dark - Not Lighted,Cloudy,9:00pm-9:59pm,13,9:00pm-9:59pm,46,Not Applicable (Not Transported),Not Applicable (Not Transported),1,Dark - Unlighted,Reduced Visibility,1,1,['Driver'],['Shoulder_Lapbelt'],0,0,Invalid,1.0,1.0,28.0,17.0,"['Male', 'Male']",1,0,3,4,5,Dry,Straight,Grade/Hillcrest,Lowest,No
17,1,Alabama,10018,1,1,1,0,1,SHEFFIELD,January,1,Sunday,17,49,Urban,Medium Speed (Collector),No,34.75966667,-87.69033056,Non-Intersection,Dark - Lighted,Clear,5:00pm-5:59pm,58,6:00pm-6:59pm,2,6:00pm-6:59pm,23,1,Dark - Lighted,Clear,0,1,[],[],0,0,Valid,0.0,0.0,94.0,94.0,['Male'],0,0,3,2,4,Dry,Straight,Level,Lowest,No
18,1,Alabama,10019,0,2,2,0,2,NOT APPLICABLE,February,8,Wednesday,9,8,Rural,Medium Speed (Collector),No,34.88653056,-87.16217778,Non-Intersection,Daylight,Cloudy,9:00am-9:59am,8,9:00am-9:59am,26,Unknown,Unknown EMS Hospital Arrival Time,1,Daylight,Reduced Visibility,1,1,['Driver'],['Shoulder_Lapbelt'],0,0,Valid,1.0,1.0,54.0,20.0,"['Male', 'Female']",0,0,3,4,5,Dry,Curve,Grade/Hillcrest,Lowest,No
19,1,Alabama,10020,0,2,2,0,5,NOT APPLICABLE,January,6,Friday,17,51,Rural,High Speed (Arterial),Yes,32.66486389,-85.47311944,Simple Junction,Dark - Not Lighted,Clear,6:00pm-6:59pm,0,6:00pm-6:59pm,1,Unknown,Unknown EMS Hospital Arrival Time,1,Dark - Unlighted,Clear,1,4,['Non_Standard_Risk'],['None_Used'],0,0,Valid,2.0,0.0,72.0,20.0,"['Male', 'Male']",0,0,3,4,5,Dry,Straight,Level,Lowest,No
20,1,Alabama,10021,0,1,1,0,2,NOT APPLICABLE,January,7,Saturday,0,31,Rural,Medium Speed (Collector),No,33.13279167,-87.479475,Non-Intersection,Dark - Not Lighted,Cloudy,0:00am-0:59am,44,0:00am-0:59am,55,Not Applicable (Not Transported),Not Applicable (Not Transported),1,Dark - Unlighted,Reduced Visibility,1,1,['Front_Passenger'],['None_Used'],1,1,Valid,1.0,0.0,17.0,17.0,['Male'],0,0,3,4,3,Dry,Straight,Level,Lowest,No
21,1,Alabama,10022,0,1,1,0,1,SCOTTSBORO,January,7,Saturday,14,23,Urban,Medium Speed (Collector),No,34.68618056,-86.121575,Non-Intersection,Daylight,Cloudy,2:00pm-2:59pm,25,2:00pm-2:59pm,31,3:00pm-3:59pm,20,1,Daylight,Reduced Visibility,1,0,['Driver'],['Shoulder_Lapbelt'],0,0,Valid,0.0,0.0,75.0,75.0,['Female'],0,0,3,4,2,Dry,Straight,Level,Lowest,No
22,1,Alabama,10023,0,2,2,0,2,NOT APPLICABLE,January,7,Saturday,16,50,Rural,Low Speed (Local),No,30.62540278,-88.25841389,Complex/Circle,Daylight,Clear,4:00pm-4:59pm,44,4:00pm-4:59pm,58,5:00pm-5:59pm,43,1,Daylight,Clear,1,1,['Driver'],['Shoulder_Lapbelt'],1,1,Valid,1.0,1.0,50.0,41.0,"['Male', 'Male']",0,0,3,4,5,Dry,Straight,Level,Lowest,No
23,1,Alabama,10024,1,1,1,0,1,NOT APPLICABLE,January,7,Saturday,21,15,Rural,Medium Speed (Collector),No,34.67899722,-86.25980833,Non-Intersection,Dark - Not Lighted,Cloudy,9:00pm-9:59pm,14,9:00pm-9:59pm,37,Not Applicable (Not Transported),Not Applicable (Not Transported),1,Dark - Unlighted,Reduced Visibility,0,1,[],[],0,0,Valid,0.0,0.0,42.0,42.0,['Male'],0,0,3,2,4,Dry,Straight,Grade/Hillcrest,Lowest,No
24,1,Alabama,10025,0,1,1,0,1,HOOVER,January,7,Saturday,23,4,Urban,High Speed (Arterial),Yes,33.35456111,-86.8531,Non-Intersection,Dark - Not Lighted,Clear,Unknown,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,Not Applicable (Not Transported),Not Applicable (Not Transported),1,Dark - Unlighted,Clear,1,0,['Driver'],['None_Used'],0,0,Invalid,0.0,0.0,25.0,25.0,['Male'],1,0,3,4,3,Dry,Straight,Level,Lowest,No
25,1,Alabama,10026,1,3,3,0,1,BIRMINGHAM,January,8,Sunday,2,30,Urban,High Speed (Arterial),Yes,33.52293889,-86.79969722,Non-Intersection,Dark - Lighted,Cloudy,2:00am-2:59am,30,2:00am-2:59am,44,Unknown,Unknown EMS Hospital Arrival Time,1,Dark - Lighted,Reduced Visibility,0,1,[],[],1,1,Invalid,0.0,0.0,33.0,33.0,['Male'],0,0,3,4,5,Dry,Straight,Level,Lowest,No
26,1,Alabama,10027,0,1,1,0,1,NOT APPLICABLE,January,8,Sunday,4,0,Rural,Low Speed (Local),No,32.37151944,-87.01441389,Non-Intersection,Dark - Not Lighted,Cloudy,Unknown,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,Not Applicable (Not Transported),Not Applicable (Not Transported),1,Dark - Unlighted,Reduced Visibility,1,0,['Driver'],['None_Used'],1,1,Invalid,1.0,0.0,33.0,33.0,['Male'],0,0,5,4,3,Dry,Straight,Level,Lowest,No
27,1,Alabama,10028,0,1,1,0,1,NOT APPLICABLE,January,8,Sunday,1,38,Urban,Medium Speed (Collector),No,32.46204444,-85.22640556,Non-Intersection,Dark - Not Lighted,Clear,Unknown,Unknown,2:00am-2:59am,0,Not Applicable (Not Transported),Not Applicable (Not Transported),1,Dark - Unlighted,Clear,1,0,['Driver'],['None_Used'],1,1,Valid,1.0,0.0,28.0,28.0,['Male'],1,0,3,4,3,Dry,Curve,Level,Lowest,No
28,1,Alabama,10029,0,3,3,0,6,NOT APPLICABLE,January,9,Monday,15,30,Rural,Medium Speed (Collector),No,31.44830278,-85.69374444,Non-Intersection,Daylight,Clear,3:00pm-3:59pm,37,4:00pm-4:59pm,0,4:00pm-4:59pm,47,1,Daylight,Clear,1,5,['Front_Passenger'],['None_Used'],0,0,Valid,1.0,1.0,41.0,20.0,"['Male', 'Female', 'Male']",0,0,5,4,5,Dry,Straight,Level,Lowest,No
29,1,Alabama,10030,0,2,2,0,2,NOT APPLICABLE,January,10,Tuesday,18,20,Rural,High Speed (Arterial),Yes,34.96879722,-86.56841389,Simple Junction,Dark - Lighted,Clear,6:00pm-6:59pm,13,6:00pm-6:59pm,34,7:00pm-7:59pm,4,1,Dark - Lighted,Clear,1,1,['Driver'],['None_Used'],0,0,Invalid,1.0,5.0,67.0,22.0,"['Male', 'Female']",1,0,5,4,5,Dry,Straight,Level,Lowest,No
30,1,Alabama,10031,0,2,2,0,2,HUNTSVILLE,January,10,Tuesday,14,5,Urban,High Speed (Arterial),Yes,34.66165278,-86.78654167,Non-Intersection,Daylight,Clear,2:00pm-2:59pm,5,2:00pm-2:59pm,19,2:00pm-2:59pm,45,2,Daylight,Clear,2,0,"['Driver', 'Driver']","['Shoulder_Lapbelt', 'Shoulder_Lapbelt']",0,0,Valid,1.0,0.0,66.0,44.0,"['Male', 'Male']",0,0,3,4,5,Wet/Standing Water,Straight,Level,Medium,No
31,1,Alabama,10032,0,2,2,0,2,ANNISTON,January,10,Tuesday,13,39,Urban,High Speed (Arterial),Yes,33.69981667,-85.80853056,Simple Junction,Daylight,Clear,1:00pm-1:59pm,42,1:00pm-1:59pm,53,2:00pm-2:59pm,15,1,Daylight,Clear,1,1,['Driver'],['Shoulder_Lapbelt'],0,0,Valid,0.0,1.0,88.0,23.0,"['Female', 'Male']",0,0,2,4,5,Dry,Straight,Grade/Hillcrest,Lowest,No
32,1,Alabama,10033,0,1,1,0,1,BLOUNTSVILLE,January,11,Wednesday,14,30,Urban,Medium Speed (Collector),No,34.05989444,-86.60065,Non-Intersection,Daylight,Cloudy,2:00pm-2:59pm,30,2:00pm-2:59pm,33,Not Applicable (Not Transported),Not Applicable (Not Transported),1,Daylight,Reduced Visibility,1,0,['Driver'],['None_Used'],0,0,Valid,0.0,2.0,30.0,30.0,['Male'],0,0,2,4,3,Dry,Curve,Grade/Hillcrest,Lowest,No
33,1,Alabama,10034,0,2,2,0,2,NOT APPLICABLE,January,11,Wednesday,5,43,Rural,Medium Speed (Collector),No,30.983725,-88.12447222,Non-Intersection,Dark - Not Lighted,Clear,5:00am-5:59am,49,6:00am-6:59am,7,Not Applicable (Not Transported),Not Applicable (Not Transported),1,Dark - Unlighted,Clear,1,1,['Driver'],['None_Used'],0,0,Valid,0.0,1.0,60.0,36.0,"['Male', 'Male']",0,0,5,4,5,Dry,Straight,Non-Trafficway,Lowest,No
34,1,Alabama,10035,0,2,2,0,3,ASHVILLE,January,12,Thursday,7,44,Rural,Medium Speed (Collector),No,33.83238889,-86.28715556,Non-Intersection,Daylight,Cloudy,7:00am-7:59am,39,7:00am-7:59am,51,8:00am-8:59am,45,1,Daylight,Reduced Visibility,1,2,['Driver'],['None_Used'],0,0,Invalid,1.0,2.0,81.0,44.0,"['Female', 'Female']",0,0,3,4,5,Dry,Curve,Level,Medium,No
35,1,Alabama,10037,0,2,2,0,2,NOT APPLICABLE,January,14,Saturday,14,53,Rural,High Speed (Arterial),Yes,33.94964444,-85.66362778,Non-Intersection,Daylight,Clear,2:00pm-2:59pm,5,2:00pm-2:59pm,15,Unknown,Unknown EMS Hospital Arrival Time,1,Daylight,Clear,1,1,['Driver'],['Shoulder_Lapbelt'],0,0,Valid,1.0,0.0,41.0,31.0,"['Male', 'Female']",0,0,2,4,5,Dry,Straight,Level,Lowest,No
36,1,Alabama,10038,0,1,1,0,3,NOT APPLICABLE,January,14,Saturday,15,33,Rural,Low Speed (Local),No,33.36641111,-87.434525,Non-Intersection,Daylight,Clear,3:00pm-3:59pm,45,4:00pm-4:59pm,13,4:00pm-4:59pm,46,1,Daylight,Clear,1,2,['Driver'],['None_Used'],0,0,Valid,0.0,0.0,17.0,17.0,['Male'],0,0,3,4,2,Dry,Straight,Grade/Hillcrest,Lowest,No
37,1,Alabama,10039,1,2,1,1,1,NOT APPLICABLE,January,14,Saturday,15,45,Rural,High Speed (Arterial),Yes,30.56204167,-88.19935556,Non-Intersection,Daylight,Clear,3:00pm-3:59pm,41,3:00pm-3:59pm,45,4:00pm-4:59pm,21,1,Daylight,Clear,0,1,[],[],0,0,Valid,0.0,0.0,25.0,25.0,['Male'],0,0,3,4,4,Dry,Straight,Level,Lowest,No
38,1,Alabama,10040,0,2,2,0,5,FORT PAYNE,January,15,Sunday,0,30,Urban,High Speed (Arterial),Yes,34.43135278,-85.75604722,Non-Intersection,Dark - Not Lighted,Clear,0:00am-0:59am,33,0:00am-0:59am,44,Unknown,Unknown EMS Hospital Arrival Time,1,Dark - Unlighted,Clear,1,4,['Rear_Seat'],['Shoulder_Lapbelt'],1,1,Valid,2.0,5.0,43.0,23.0,"['Male', 'Female']",0,0,2,4,5,Dry,Straight,Level,Medium,No
39,1,Alabama,10041,0,1,1,0,3,MOBILE,January,15,Sunday,20,39,Urban,Medium Speed (Collector),No,30.71164167,-88.09763056,Non-Intersection,Dark - Lighted,Clear,8:00pm-8:59pm,42,8:00pm-8:59pm,51,9:00pm-9:59pm,13,1,Dark - Lighted,Clear,1,2,['Driver'],['None_Used'],1,1,Invalid,1.0,0.0,34.0,34.0,['Male'],0,0,2,4,3,Dry,Straight,Level,Lowest,No
40,1,Alabama,10042,1,1,1,0,2,NOT APPLICABLE,January,16,Monday,5,30,Rural,High Speed (Arterial),No,30.55826111,-88.19546389,Non-Intersection,Dark - Not Lighted,Cloudy,5:00am-5:59am,36,5:00am-5:59am,47,Not Applicable (Not Transported),Not Applicable (Not Transported),1,Dark - Unlighted,Reduced Visibility,0,2,[],[],0,0,Valid,1.0,1.0,37.0,37.0,['Male'],0,0,3,2,4,Wet/Standing Water,Straight,Grade/Hillcrest,Lowest,No
41,1,Alabama,10043,0,1,1,0,1,NOT APPLICABLE,January,16,Monday,18,10,Rural,Medium Speed (Collector),No,33.73618611,-86.32035,Non-Intersection,Dark - Not Lighted,Cloudy,6:00pm-6:59pm,13,6:00pm-6:59pm,31,Not Applicable (Not Transported),Not Applicable (Not Transported),1,Dark - Unlighted,Reduced Visibility,1,0,['Driver'],['None_Used'],0,0,Invalid,0.0,0.0,29.0,29.0,['Male'],1,0,2,4,3,Dry,Straight,Level,Lowest,No
42,1,Alabama,10044,0,1,1,0,1,NOT APPLICABLE,January,17,Tuesday,5,24,Rural,High Speed (Arterial),Yes,30.49578889,-88.33895278,Non-Intersection,Dark - Not Lighted,Cloudy,5:00am-5:59am,26,5:00am-5:59am,41,Not Applicable (Not Transported),Not Applicable (Not Transported),1,Dark - Unlighted,Reduced Visibility,1,0,['Driver'],['None_Used'],0,0,Valid,0.0,0.0,58.0,58.0,['Male'],0,0,2,4,3,Wet/Standing Water,Straight,Level,Lowest,No
43,1,Alabama,10045,0,3,3,0,6,TUSCUMBIA,January,17,Tuesday,8,25,Urban,Medium Speed (Collector),No,34.73041389,-87.68379722,Simple Junction,Daylight,Cloudy,8:00am-8:59am,30,8:00am-8:59am,33,9:00am-9:59am,1,1,Daylight,Reduced Visibility,1,5,['Driver'],['None_Used'],0,0,Invalid,2.0,1.0,41.0,26.0,"['Male', 'Male', 'Male']",0,0,3,4,5,Wet/Standing Water,Straight,Level,Lowest,No
44,1,Alabama,10046,0,2,2,0,2,NOT APPLICABLE,January,18,Wednesday,3,40,Rural,Medium Speed (Collector),No,31.950225,-85.19660556,Non-Intersection,Dark - Not Lighted,"Fog, Smog, Smoke",3:00am-3:59am,40,3:00am-3:59am,55,Not Applicable (Not Transported),Not Applicable (Not Transported),1,Dark - Unlighted,Reduced Visibility,1,1,['Driver'],['Shoulder_Lapbelt'],0,0,Valid,1.0,0.0,49.0,44.0,"['Male', 'Male']",0,0,4,4,5,Wet/Standing Water,Straight,Grade/Hillcrest,Lowest,No
45,1,Alabama,10047,0,2,2,0,2,NOT APPLICABLE,January,18,Wednesday,9,16,Rural,High Speed (Arterial),Yes,34.24099167,-85.524275,Non-Intersection,Daylight,Clear,9:00am-9:59am,16,9:00am-9:59am,26,10:00am-10:59am,7,1,Daylight,Clear,1,1,['Driver'],['Shoulder_Lapbelt'],0,0,Invalid,0.0,0.0,53.0,22.0,"['Female', 'Female']",1,0,3,4,5,Dry,Straight,Level,Lowest,No
46,1,Alabama,10048,1,1,1,0,1,DAPHNE,January,18,Wednesday,4,2,Urban,High Speed (Arterial),Yes,30.65873056,-87.89008889,Non-Intersection,Dark - Not Lighted,"Fog, Smog, Smoke",4:00am-4:59am,15,4:00am-4:59am,24,Not Applicable (Not Transported),Not Applicable (Not Transported),1,Dark - Unlighted,Reduced Visibility,0,1,[],[],0,0,Valid,0.0,0.0,48.0,48.0,['Male'],0,0,3,3,4,Dry,Straight,Level,Lowest,No
47,1,Alabama,10049,0,1,1,0,1,NOT APPLICABLE,January,18,Wednesday,17,28,Rural,Medium Speed (Collector),No,32.59830278,-85.80135278,Non-Intersection,Dark - Not Lighted,Clear,Unknown,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,Not Applicable (Not Transported),Not Applicable (Not Transported),1,Dark - Unlighted,Clear,1,0,['Driver'],['Shoulder_Lapbelt'],0,0,Valid,0.0,0.0,48.0,48.0,['Female'],0,0,2,4,3,Wet/Standing Water,Curve,Grade/Hillcrest,Lowest,No
48,1,Alabama,10050,0,1,1,0,4,NOT APPLICABLE,January,19,Thursday,16,30,Rural,Low Speed (Local),No,33.99073611,-85.59940556,Non-Intersection,Daylight,Clear,4:00pm-4:59pm,34,4:00pm-4:59pm,51,5:00pm-5:59pm,40,2,Daylight,Clear,2,2,"['Front_Passenger', 'Rear_Seat']","['None_Used', 'None_Used']",0,0,Valid,0.0,0.0,19.0,19.0,['Male'],0,0,3,4,3,Dry,Curve,Grade/Hillcrest,Lowest,No
49,1,Alabama,10051,0,2,2,0,2,BIRMINGHAM,January,19,Thursday,17,14,Urban,Medium Speed (Collector),No,33.4757,-86.81571389,Non-Intersection,Dusk,Clear,5:00pm-5:59pm,11,5:00pm-5:59pm,32,5:00pm-5:59pm,54,1,Twilight,Clear,1,1,['Driver'],['None_Used'],0,0,Valid,0.0,0.0,54.0,26.0,"['Male', 'Male']",0,0,5,4,5,Dry,Straight,Non-Trafficway,Lowest,No
50,1,Alabama,10052,1,1,1,0,2,BIRMINGHAM,January,19,Thursday,20,32,Urban,High Speed (Arterial),Yes,33.43064444,-86.71108889,Non-Intersection,Dark - Unknown Lighting,Clear,8:00pm-8:59pm,32,8:00pm-8:59pm,39,Not Applicable (Not Transported),Not Applicable (Not Transported),1,Dark - Unlighted,Clear,0,2,[],[],0,0,Valid,1.0,0.0,41.0,41.0,['Male'],0,0,3,3,4,Dry,Straight,Grade/Hillcrest,Lowest,No
51,1,Alabama,10053,0,1,1,0,1,NOT APPLICABLE,January,20,Friday,19,28,Rural,Medium Speed (Collector),No,34.28915556,-86.94586667,Non-Intersection,Dark - Not Lighted,Clear,7:00pm-7:59pm,28,7:00pm-7:59pm,37,Not Applicable (Not Transported),Not Applicable (Not Transported),1,Dark - Unlighted,Clear,1,0,['Driver'],['None_Used'],1,1,Valid,0.0,1.0,29.0,29.0,['Male'],1,0,3,4,3,Dry,Curve,Level,Lowest,No
52,1,Alabama,10054,1,1,1,0,1,HOOVER,January,20,Friday,21,7,Urban,High Speed (Arterial),Yes,33.391525,-86.78424167,Non-Intersection,Dark - Not Lighted,Clear,9:00pm-9:59pm,7,9:00pm-9:59pm,20,Not Applicable (Not Transported),Not Applicable (Not Transported),1,Dark - Unlighted,Clear,0,1,[],[],0,0,Valid,0.0,0.0,50.0,50.0,['Male'],0,0,3,4,4,Dry,Straight,Level,Lowest,No
53,1,Alabama,10055,0,2,2,0,4,BIRMINGHAM,January,21,Saturday,1,40,Urban,High Speed (Arterial),No,33.50821389,-86.82138889,Complex/Circle,Dark - Lighted,Clear,1:00am-1:59am,40,1:00am-1:59am,44,Not Applicable (Not Transported),Not Applicable (Not Transported),1,Dark - Lighted,Clear,1,3,['Front_Passenger'],['None_Used'],0,0,Valid,1.0,1.0,34.0,26.0,"['Male', 'Female']",0,0,3,4,5,Dry,Straight,Level,Lowest,No
