,State_Code,State_Name,Crash_ID,Count_Non_Motorists,Count_Vehicles_Total,Count_Vehicle_Forms,Count_PVH_Involved,Count_Occupants_MV,City_Name,Month_Name,Day_of_Month,Day_of_Week,Crash_Hour,Crash_Minute,Area_Rural_Urban,Road_Functional_Class,On_NHS_Road,Latitude,Longitude,Intersection_Type,Light_Condition,Weather_Condition,Notif_Hour,Notif_Minute,Arrival_Hour,Arrival_Minute,Hospital_Hour,Hospital_Minute,Fatalities_Count,Clean_Light_Condition,Clean_Weather_Condition,Total_Killed,Total_Alive,Fatal_Seats_List,Killed_Restraint_List,Any_Driver_Drinking,Total_Drinking_Drivers,Driver_License_Category,Driver_Max_Prev_Accident_Count,Driver_Max_Prev_Speeding_Count,Max_Driver_Age,Min_Driver_Age,Driver_Sex_List,Total_Exceeding_Limit_Vehicles,Total_Too_Fast_Vehicles,Max_Vehicle_Type_Severity_5,Max_Vehicle_Damage_Rank,Max_Harmful_Event_Severity,Crash_Road_Surface_Condition,Crash_Horizontal_Alignment,Crash_Vertical_Profile,Crash_Impairment_Category,Crash_Vehicle_Defect
1396,4,Arizona,40465,0,2,2,0,4,PHOENIX,February,22,Wednesday,17,30,Urban,Medium Speed (Collector),No,33.35591111,-112.10049444,Complex/Circle,Reported as Unknown,Reported as Unknown,Unknown,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,Unknown,Unknown EMS Hospital Arrival Time,1,Dark - Unlighted,Clear,1,3,['Driver'],['Shoulder_Lapbelt'],0,0,Invalid,0.0,0.0,998.0,58.0,"['Other', 'Male']",1,0,1,0,5,Dry,Straight,Level,Lowest,No
1397,4,Arizona,40466,0,1,1,0,1,CHANDLER,February,25,Saturday,19,2,Urban,Medium Speed (Collector),No,33.30979444,-111.94033056,Simple Junction,Not Reported,Not Reported,Unknown,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,Unknown,Unknown EMS Hospital Arrival Time,1,Dark - Unlighted,Clear,1,0,['Driver'],['None_Used'],0,0,Valid,0.0,1.0,36.0,36.0,['Male'],1,0,5,0,3,Dry,Curve,Level,Lowest,No
1398,4,Arizona,40467,1,2,2,0,2,CHANDLER,February,28,Tuesday,21,22,Urban,High Speed (Arterial),No,33.57213611,-112.05974722,Non-Intersection,Dark - Lighted,Clear,Unknown,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,Unknown,Unknown EMS Hospital Arrival Time,1,Dark - Lighted,Clear,0,2,[],[],0,0,Valid,0.0,0.0,76.0,75.0,"['Female', 'Male']",0,0,3,1,4,Dry,Straight,Level,Lowest,No
1399,4,Arizona,40468,1,1,1,0,1,GLENDALE,June,27,Tuesday,2,30,Urban,High Speed (Arterial),No,33.55304722,-112.16904444,Complex/Circle,Dark - Lighted,Clear,2:00am-2:59am,26,2:00am-2:59am,31,2:00am-2:59am,47,1,Dark - Lighted,Clear,0,1,[],[],0,0,Valid,0.0,2.0,28.0,28.0,['Female'],0,0,2,3,4,Dry,Straight,Level,Lowest,No
1400,4,Arizona,40469,0,1,1,0,2,PAULDEN,March,17,Friday,20,41,Rural,Medium Speed (Collector),No,34.89543611,-112.47761111,Non-Intersection,Dark - Lighted,Clear,Unknown,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,Unknown,Unknown EMS Hospital Arrival Time,1,Dark - Lighted,Clear,1,1,['Driver'],['None_Used'],1,1,Valid,0.0,0.0,39.0,39.0,['Male'],2,0,5,1,2,Dry,Curve,Level,Lowest,No
1401,4,Arizona,40470,0,2,2,0,3,TUCSON,May,27,Saturday,21,53,Urban,High Speed (Arterial),No,32.250725,-110.88400278,Complex/Circle,Dark - Lighted,Clear,9:00pm-9:59pm,55,10:00pm-10:59pm,17,Not Applicable (Not Transported),Not Applicable (Not Transported),1,Dark - Lighted,Clear,1,2,['Front_Passenger'],['Shoulder_Lapbelt'],1,1,Invalid,0.0,2.0,50.0,27.0,"['Female', 'Female']",0,0,3,4,5,Dry,Straight,Level,Lowest,No
1402,4,Arizona,40472,0,2,2,0,2,TEMPE,March,3,Friday,17,30,Urban,Medium Speed (Collector),No,33.42203333,-111.91764722,Complex/Circle,Daylight,Clear,5:00pm-5:59pm,31,5:00pm-5:59pm,35,5:00pm-5:59pm,52,1,Daylight,Clear,1,1,['Driver'],['None_Used'],0,0,Invalid,0.0,2.0,36.0,24.0,"['Female', 'Male']",0,0,5,4,5,Dry,Straight,Level,Lowest,No
1403,4,Arizona,40473,0,2,2,0,2,PHOENIX,May,9,Tuesday,5,30,Urban,Medium Speed (Collector),No,33.61774444,-112.13386389,Complex/Circle,Daylight,Clear,Unknown,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,Unknown,Unknown EMS Hospital Arrival Time,1,Daylight,Clear,1,1,['Driver'],['Shoulder_Lapbelt'],1,1,Invalid,0.0,1.0,59.0,31.0,"['Male', 'Male']",0,0,3,4,5,Dry,Straight,Level,Lowest,No
1404,4,Arizona,40474,0,1,1,0,2,MARANA,May,30,Tuesday,6,52,Rural,High Speed (Arterial),Yes,32.52305556,-111.28112778,Non-Intersection,Daylight,Clear,6:00am-6:59am,56,7:00am-7:59am,6,Unknown,Unknown EMS Hospital Arrival Time,1,Daylight,Clear,1,1,['Front_Passenger'],['None_Used'],0,0,Valid,0.0,0.0,74.0,74.0,['Male'],0,0,2,4,3,Dry,Straight,Level,Lowest,No
1405,4,Arizona,40475,1,1,1,0,2,TUCSON,June,28,Wednesday,22,53,Urban,Medium Speed (Collector),No,32.23726667,-110.97184167,Simple Junction,Dark - Lighted,Clear,10:00pm-10:59pm,53,11:00pm-11:59pm,1,Not Applicable (Not Transported),Not Applicable (Not Transported),1,Dark - Lighted,Clear,0,2,[],[],0,0,Invalid,0.0,0.0,25.0,25.0,['Male'],0,0,2,3,4,Dry,Straight,Level,Lowest,No
1406,4,Arizona,40476,0,2,2,0,3,PHOENIX,May,28,Sunday,4,15,Urban,Medium Speed (Collector),No,33.48021944,-112.21188333,Complex/Circle,Dark - Lighted,Clear,4:00am-4:59am,13,4:00am-4:59am,17,Not Applicable (Not Transported),Not Applicable (Not Transported),1,Dark - Lighted,Clear,1,2,['Front_Passenger'],['None_Used'],1,1,Valid,0.0,1.0,29.0,18.0,"['Male', 'Male']",0,0,3,4,5,Dry,Straight,Level,Lowest,No
1407,4,Arizona,40477,0,3,3,0,5,GOODYEAR,May,28,Sunday,17,30,Urban,Medium Speed (Collector),No,33.49373889,-112.39256667,Simple Junction,Daylight,Clear,5:00pm-5:59pm,39,5:00pm-5:59pm,43,Unknown,Unknown EMS Hospital Arrival Time,2,Daylight,Clear,2,3,"['Driver', 'Driver']","['Shoulder_Lapbelt', 'Shoulder_Lapbelt']",1,1,Valid,0.0,0.0,58.0,43.0,"['Male', 'Male', 'Male']",4,0,3,4,5,Dry,Straight,Level,Lowest,No
1408,4,Arizona,40478,0,2,2,0,3,GOLDEN VALLEY,August,13,Sunday,10,14,Rural,Medium Speed (Collector),No,35.22891944,-114.23613889,Complex/Circle,Daylight,Clear,10:00am-10:59am,16,10:00am-10:59am,20,Unknown,Unknown EMS Hospital Arrival Time,1,Daylight,Clear,1,2,['Driver'],['None_Used'],0,0,Valid,0.0,0.0,70.0,60.0,"['Female', 'Male']",0,0,3,4,5,Dry,Straight,Level,Lowest,No
1409,4,Arizona,40479,1,1,1,0,1,PHOENIX,May,28,Sunday,22,35,Urban,Medium Speed (Collector),No,33.519675,-112.11685,Non-Intersection,Dark - Lighted,Clear,Unknown,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,Not Applicable (Not Transported),Not Applicable (Not Transported),1,Dark - Lighted,Clear,0,1,[],[],0,0,Valid,0.0,1.0,61.0,61.0,['Male'],0,0,3,2,4,Dry,Straight,Level,Lowest,No
1410,4,Arizona,40480,0,4,4,0,5,SAINT DAVID,June,7,Wednesday,16,5,Rural,Medium Speed (Collector),No,31.84815,-110.19653333,Non-Intersection,Daylight,Clear,4:00pm-4:59pm,5,4:00pm-4:59pm,12,Unknown,Unknown EMS Hospital Arrival Time,1,Daylight,Clear,1,4,['Driver'],['None_Used'],0,0,Valid,0.0,2.0,71.0,27.0,"['Male', 'Female', 'Male', 'Male']",0,0,5,4,5,Dry,Straight,Grade/Hillcrest,Medium,No
1411,4,Arizona,40481,0,3,3,0,6,PHOENIX,July,3,Monday,23,6,Urban,High Speed (Arterial),Yes,33.61088333,-112.11731944,Simple Junction,Dark - Lighted,Clear,11:00pm-11:59pm,7,11:00pm-11:59pm,25,11:00pm-11:59pm,52,3,Dark - Lighted,Clear,3,3,"['Front_Passenger', 'Driver', 'Rear_Seat']","['Shoulder_Lapbelt', 'Shoulder_Lapbelt', 'None_Used']",1,1,Valid,0.0,1.0,54.0,22.0,"['Male', 'Male', 'Female']",2,0,3,4,5,Dry,Straight,Level,Lowest,No
1412,4,Arizona,40482,0,1,1,0,1,MESA,June,11,Sunday,8,51,Urban,High Speed (Arterial),Yes,33.457175,-111.83952778,Non-Intersection,Daylight,Clear,8:00am-8:59am,53,8:00am-8:59am,53,Not Applicable (Not Transported),Not Applicable (Not Transported),1,Daylight,Clear,1,0,['Driver'],['None_Used'],1,1,Valid,0.0,0.0,30.0,30.0,['Male'],0,0,5,4,2,Dry,Straight,Grade/Hillcrest,Lowest,No
1413,4,Arizona,40483,1,2,2,0,3,TEMPE,June,16,Friday,23,24,Urban,High Speed (Arterial),Yes,33.399925,-111.96723056,Non-Intersection,Dark - Not Lighted,Clear,11:00pm-11:59pm,30,11:00pm-11:59pm,40,Not Applicable (Not Transported),Not Applicable (Not Transported),1,Dark - Unlighted,Clear,0,2,[],[],0,0,Valid,0.0,0.0,26.0,26.0,['Female'],0,0,2,4,4,Dry,Straight,Level,Lowest,Yes
1414,4,Arizona,40484,0,2,2,0,3,TUCSON,July,4,Tuesday,20,29,Urban,Medium Speed (Collector),No,32.306875,-110.99523056,Non-Intersection,Dark - Not Lighted,Clear,8:00pm-8:59pm,32,8:00pm-8:59pm,35,8:00pm-8:59pm,54,1,Dark - Unlighted,Clear,1,1,['Front_Passenger'],['Shoulder_Lapbelt'],1,1,Valid,0.0,0.0,67.0,57.0,"['Male', 'Male']",0,0,3,4,5,Dry,Straight,Grade/Hillcrest,Lowest,No
1415,4,Arizona,40485,0,1,1,0,1,SCOTTSDALE,July,1,Saturday,4,41,Urban,Medium Speed (Collector),No,33.81771111,-111.85509722,Simple Junction,Dawn,Clear,4:00am-4:59am,41,4:00am-4:59am,45,Not Applicable (Not Transported),Not Applicable (Not Transported),1,Twilight,Clear,1,0,['Driver'],['Shoulder_Lapbelt'],0,0,Valid,0.0,0.0,49.0,49.0,['Male'],1,0,3,4,3,Dry,Curve,Level,Lowest,No
1416,4,Arizona,40486,0,2,2,0,5,TUCSON,June,22,Thursday,17,18,Rural,Medium Speed (Collector),No,32.13025278,-111.18285,Non-Intersection,Daylight,Clear,5:00pm-5:59pm,23,5:00pm-5:59pm,20,6:00pm-6:59pm,28,1,Daylight,Clear,1,4,['Front_Passenger'],['Shoulder_Lapbelt'],0,0,Valid,0.0,0.0,75.0,16.0,"['Male', 'Male']",0,0,3,4,5,Dry,Straight,Level,Lowest,No
1417,4,Arizona,40487,0,1,1,0,3,CONGRESS,July,1,Saturday,17,12,Rural,Medium Speed (Collector),No,34.10971944,-112.8329,Non-Intersection,Daylight,Clear,5:00pm-5:59pm,14,5:00pm-5:59pm,20,Unknown,Unknown EMS Hospital Arrival Time,1,Daylight,Clear,1,2,['Rear_Seat'],['None_Used'],0,0,Valid,0.0,0.0,37.0,37.0,['Female'],0,0,3,4,3,Dry,Straight,Level,Lowest,No
1418,4,Arizona,40488,0,2,2,0,2,TUCSON,July,2,Sunday,2,27,Urban,Medium Speed (Collector),No,32.24194722,-110.78998611,Non-Intersection,Dark - Lighted,Clear,2:00am-2:59am,27,2:00am-2:59am,30,Not Applicable (Not Transported),Not Applicable (Not Transported),2,Dark - Lighted,Clear,2,0,"['Driver', 'Driver']","['None_Used', 'None_Used']",1,2,Valid,0.0,0.0,48.0,38.0,"['Male', 'Male']",2,0,5,4,5,Dry,Curve,Level,Lowest,No
1419,4,Arizona,40489,1,1,1,0,1,MESA,June,29,Thursday,1,1,Urban,Medium Speed (Collector),No,33.39331667,-111.62201389,Complex/Circle,Dark - Lighted,Clear,1:00am-1:59am,1,1:00am-1:59am,5,1:00am-1:59am,20,1,Dark - Lighted,Clear,0,1,[],[],0,0,Valid,0.0,0.0,34.0,34.0,['Male'],0,0,2,3,4,Dry,Straight,Level,Lowest,No
1420,4,Arizona,40490,0,1,1,0,1,PHOENIX,July,2,Sunday,5,42,Urban,Medium Speed (Collector),No,33.59948611,-112.11723611,Non-Intersection,Daylight,Clear,Unknown,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,Unknown,Unknown EMS Hospital Arrival Time,1,Daylight,Clear,1,0,['Driver'],['Shoulder_Lapbelt'],1,1,Valid,0.0,0.0,46.0,46.0,['Male'],1,0,2,4,3,Dry,Straight,Level,Lowest,No
1421,4,Arizona,40491,0,1,1,0,1,SUPERIOR,June,29,Thursday,19,50,Rural,High Speed (Arterial),Yes,33.30372778,-111.08768056,Non-Intersection,Dusk,Clear,8:00pm-8:59pm,1,8:00pm-8:59pm,35,Not Applicable (Not Transported),Not Applicable (Not Transported),1,Twilight,Clear,1,0,['Driver'],['Shoulder_Lapbelt'],0,0,Valid,0.0,0.0,87.0,87.0,['Male'],0,0,3,4,3,Dry,Straight,Grade/Hillcrest,Lowest,No
1422,4,Arizona,40492,0,1,1,0,2,NOT APPLICABLE,July,2,Sunday,5,36,Rural,High Speed (Arterial),Yes,33.34155278,-111.01158056,Non-Intersection,Dawn,Clear,5:00am-5:59am,53,6:00am-6:59am,15,Unknown,Unknown EMS Hospital Arrival Time,1,Twilight,Clear,1,1,['Driver'],['Shoulder_Lapbelt'],0,0,Valid,0.0,2.0,68.0,68.0,['Male'],0,0,3,4,3,Dry,Straight,Grade/Hillcrest,Lowest,No
1423,4,Arizona,40493,1,1,1,0,1,GLENDALE,June,29,Thursday,21,12,Urban,Medium Speed (Collector),No,33.56759722,-112.15536944,Non-Intersection,Dark - Lighted,Clear,9:00pm-9:59pm,9,9:00pm-9:59pm,13,Not Applicable (Not Transported),Not Applicable (Not Transported),1,Dark - Lighted,Clear,0,1,[],[],0,0,Valid,0.0,0.0,54.0,54.0,['Male'],0,0,2,3,4,Dry,Straight,Level,Lowest,No
1424,4,Arizona,40494,0,2,2,0,4,TUCSON,June,30,Friday,22,33,Urban,High Speed (Arterial),Yes,32.19238333,-110.86635278,Simple Junction,Dark - Lighted,Clear,10:00pm-10:59pm,31,10:00pm-10:59pm,35,Unknown,Unknown EMS Hospital Arrival Time,1,Dark - Lighted,Clear,1,3,['Driver'],['Shoulder_Lapbelt'],0,0,Valid,0.0,1.0,53.0,21.0,"['Male', 'Male']",2,0,4,4,5,Dry,Straight,Level,Lowest,No
1425,4,Arizona,40495,0,1,1,0,5,NOT APPLICABLE,July,2,Sunday,15,20,Rural,Low Speed (Local),No,34.39749444,-110.93443889,Non-Intersection,Daylight,Clear,3:00pm-3:59pm,23,3:00pm-3:59pm,48,Unknown,Unknown EMS Hospital Arrival Time,1,Daylight,Clear,1,4,['Front_Passenger'],['None_Used'],1,1,Invalid,0.0,0.0,21.0,21.0,['Male'],5,0,3,4,3,Dry,Curve,Level,Lowest,No
1426,4,Arizona,40496,1,2,2,0,2,GOLDEN VALLEY,July,3,Monday,20,15,Rural,High Speed (Arterial),No,35.21855,-114.14371944,Non-Intersection,Dark - Lighted,Clear,8:00pm-8:59pm,17,8:00pm-8:59pm,19,Not Applicable (Not Transported),Not Applicable (Not Transported),1,Dark - Lighted,Clear,0,1,[],[],0,0,Valid,0.0,1.0,998.0,36.0,"['Male', 'Other']",0,0,3,2,4,Dry,Straight,Level,Lowest,No
1427,4,Arizona,40497,0,1,1,0,1,CHANDLER,July,4,Tuesday,3,58,Urban,Medium Speed (Collector),No,33.28035,-111.88943333,Non-Intersection,Dark - Lighted,Clear,4:00am-4:59am,0,4:00am-4:59am,5,Not Applicable (Not Transported),Not Applicable (Not Transported),1,Dark - Lighted,Clear,1,0,['Driver'],['None_Used'],0,0,Valid,0.0,0.0,61.0,61.0,['Male'],0,0,1,4,3,Dry,Curve,Level,Lowest,No
1428,4,Arizona,40498,0,1,1,0,1,PHOENIX,July,5,Wednesday,0,23,Urban,High Speed (Arterial),Yes,33.66932222,-112.15879444,Non-Intersection,Dark - Lighted,Clear,0:00am-0:59am,25,0:00am-0:59am,35,0:00am-0:59am,43,1,Dark - Lighted,Clear,1,0,['Driver'],['None_Used'],1,1,Valid,0.0,0.0,27.0,27.0,['Male'],1,0,3,4,3,Dry,Straight,Level,Lowest,No
1429,4,Arizona,40499,0,2,2,0,2,CLAYPOOL,July,8,Saturday,16,10,Urban,High Speed (Arterial),Yes,33.41121111,-110.84300278,Simple Junction,Daylight,Clear,4:00pm-4:59pm,11,4:00pm-4:59pm,13,4:00pm-4:59pm,33,1,Daylight,Clear,1,1,['Driver'],['None_Used'],0,0,Valid,0.0,1.0,60.0,56.0,"['Female', 'Male']",0,0,5,4,5,Dry,Straight,Level,Lowest,No
1430,4,Arizona,40500,0,3,3,0,3,CHANDLER,May,29,Monday,1,22,Urban,Medium Speed (Collector),No,33.32120278,-111.87633056,Non-Intersection,Dark - Lighted,Clear,1:00am-1:59am,23,1:00am-1:59am,29,1:00am-1:59am,57,1,Dark - Lighted,Clear,1,2,['Driver'],['Shoulder_Lapbelt'],1,1,Valid,0.0,2.0,68.0,29.0,"['Male', 'Male', 'Female']",1,0,2,4,5,Dry,Straight,Level,Lowest,No
1431,4,Arizona,40501,0,2,2,0,3,CONCHO,July,9,Sunday,21,23,Rural,Medium Speed (Collector),No,34.57595278,-109.33525556,Non-Intersection,Dark - Not Lighted,Cloudy,9:00pm-9:59pm,24,9:00pm-9:59pm,55,Unknown,Unknown EMS Hospital Arrival Time,1,Dark - Unlighted,Reduced Visibility,1,2,['Driver'],['Shoulder_Lapbelt'],0,0,Valid,0.0,0.0,57.0,33.0,"['Male', 'Female']",0,0,3,4,5,Dry,Straight,Level,Lowest,No
1432,4,Arizona,40502,0,1,1,0,6,CHAMBERS,July,10,Monday,0,57,Rural,High Speed (Arterial),Yes,35.08769722,-109.69685556,Non-Intersection,Dark - Not Lighted,Clear,1:00am-1:59am,0,1:00am-1:59am,23,Unknown,Unknown EMS Hospital Arrival Time,1,Dark - Unlighted,Clear,1,5,['Rear_Seat'],['Shoulder_Lapbelt'],0,0,Invalid,2.0,2.0,28.0,28.0,['Male'],6,0,3,4,3,Dry,Straight,Level,Lowest,No
1433,4,Arizona,40503,0,2,2,0,2,SACATON,June,15,Thursday,17,36,Rural,High Speed (Arterial),Yes,33.06718611,-111.80278611,Non-Intersection,Daylight,Clear,5:00pm-5:59pm,38,5:00pm-5:59pm,38,Unknown,Unknown EMS Hospital Arrival Time,1,Daylight,Clear,1,1,['Driver'],['Shoulder_Lapbelt'],0,0,Valid,0.0,0.0,50.0,41.0,"['Male', 'Male']",0,0,4,4,5,Dry,Straight,Level,Lowest,No
1434,4,Arizona,40504,0,2,2,0,5,QUARTZSITE,June,30,Friday,10,47,Rural,High Speed (Arterial),Yes,33.67030278,-114.043875,Non-Intersection,Daylight,Clear,10:00am-10:59am,52,11:00am-11:59am,11,Unknown,Unknown EMS Hospital Arrival Time,2,Daylight,Clear,2,3,"['Driver', 'Front_Passenger']","['Shoulder_Lapbelt', 'Shoulder_Lapbelt']",0,0,Valid,0.0,1.0,57.0,25.0,"['Male', 'Male']",0,0,4,4,5,Dry,Straight,Level,Lowest,Yes
1435,4,Arizona,40505,0,1,1,0,1,BOWIE,July,3,Monday,4,51,Rural,High Speed (Arterial),Yes,32.348475,-109.60315,Non-Intersection,Dawn,Clear,4:00am-4:59am,53,5:00am-5:59am,5,6:00am-6:59am,6,1,Twilight,Clear,1,0,['Driver'],['None_Used'],0,0,Valid,0.0,1.0,22.0,22.0,['Male'],0,0,2,4,3,Dry,Curve,Level,Lowest,No
1436,4,Arizona,40506,0,1,1,0,1,TUCSON,July,15,Saturday,22,44,Urban,Medium Speed (Collector),No,32.20711944,-110.85956944,Non-Intersection,Dark - Lighted,Clear,10:00pm-10:59pm,44,10:00pm-10:59pm,50,Not Applicable (Not Transported),Not Applicable (Not Transported),1,Dark - Lighted,Clear,1,0,['Driver'],['None_Used'],1,1,Invalid,0.0,1.0,25.0,25.0,['Male'],1,0,5,4,3,Dry,Straight,Level,Lowest,No
1437,4,Arizona,40507,0,1,1,0,1,RIMROCK,May,29,Monday,7,27,Rural,High Speed (Arterial),Yes,34.72274167,-111.71833333,Non-Intersection,Daylight,Clear,7:00am-7:59am,28,7:00am-7:59am,45,9:00am-9:59am,10,1,Daylight,Clear,1,0,['Driver'],['None_Used'],0,0,Valid,0.0,0.0,71.0,71.0,['Male'],0,0,3,4,2,Dry,Straight,Level,Lowest,No
1438,4,Arizona,40508,0,1,1,0,3,FLAGSTAFF,July,10,Monday,20,24,Urban,Medium Speed (Collector),No,35.20645833,-111.60963056,Non-Intersection,Dusk,Clear,8:00pm-8:59pm,24,8:00pm-8:59pm,28,Unknown,Unknown EMS Hospital Arrival Time,2,Twilight,Clear,2,1,"['Driver', 'Front_Passenger']","['None_Used', 'None_Used']",1,1,Valid,0.0,0.0,45.0,45.0,['Male'],3,0,2,4,3,Dry,Curve,Level,Lowest,No
1439,4,Arizona,40509,0,1,1,0,2,NOT APPLICABLE,July,11,Tuesday,11,49,Rural,High Speed (Arterial),Yes,34.48378333,-113.35497222,Non-Intersection,Daylight,Clear,11:00am-11:59am,54,12:00pm-12:59pm,20,Unknown,Unknown EMS Hospital Arrival Time,1,Daylight,Clear,1,1,['Front_Passenger'],['Shoulder_Lapbelt'],0,0,Valid,0.0,0.0,75.0,75.0,['Male'],0,0,3,4,2,Dry,Curve,Level,Lowest,No
1440,4,Arizona,40510,1,1,1,0,1,GLENDALE,May,30,Tuesday,4,9,Urban,Medium Speed (Collector),No,33.524025,-112.1598,Complex/Circle,Dark - Lighted,Clear,4:00am-4:59am,9,4:00am-4:59am,16,Not Applicable (Not Transported),Not Applicable (Not Transported),1,Dark - Lighted,Clear,0,1,[],[],0,0,Invalid,0.0,0.0,58.0,58.0,['Male'],0,0,2,1,4,Dry,Straight,Level,Lowest,No
1441,4,Arizona,40511,0,3,1,2,2,CASA GRANDE,July,12,Wednesday,13,38,Urban,Medium Speed (Collector),No,32.87747778,-111.75348889,Non-Intersection,Daylight,Clear,Unknown,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,Unknown,Unknown EMS Hospital Arrival Time,1,Daylight,Clear,1,1,['Non_Standard_Risk'],['None_Used'],0,0,Valid,0.0,0.0,58.0,58.0,['Female'],0,0,3,3,5,Dry,Straight,Level,Lowest,Yes
1442,4,Arizona,40512,0,5,5,0,12,MIAMI,May,30,Tuesday,15,38,Rural,High Speed (Arterial),Yes,33.369025,-110.93289444,Non-Intersection,Daylight,Clear,3:00pm-3:59pm,38,4:00pm-4:59pm,0,Unknown,Unknown EMS Hospital Arrival Time,1,Daylight,Clear,1,11,['Front_Passenger'],['Shoulder_Lapbelt'],1,1,Valid,0.0,0.0,72.0,36.0,"['Male', 'Male', 'Female', 'Female', 'Male']",1,0,3,4,5,Dry,Straight,Grade/Hillcrest,Lowest,No
1443,4,Arizona,40513,1,1,1,0,1,TUCSON,July,13,Thursday,20,0,Rural,Medium Speed (Collector),No,32.02312778,-110.9497,Non-Intersection,Dark - Not Lighted,Clear,8:00pm-8:59pm,3,Unknown EMS Scene Arrival Hour,Unknown if Arrived,Not Applicable (Not Transported),Not Applicable (Not Transported),1,Dark - Unlighted,Clear,0,1,[],[],1,1,Valid,0.0,0.0,50.0,50.0,['Male'],0,0,2,3,4,Dry,Straight,Level,Lowest,No
1444,4,Arizona,40514,1,1,1,0,1,WIKIEUP,May,31,Wednesday,5,15,Rural,High Speed (Arterial),Yes,34.74666389,-113.61644444,Non-Intersection,Dark - Not Lighted,Clear,Unknown,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,Not Applicable (Not Transported),Not Applicable (Not Transported),1,Dark - Unlighted,Clear,0,0,[],[],0,0,Invalid,0.0,0.0,998.0,998.0,['Other'],0,0,1,0,4,Dry,Curve,Level,Lowest,No
1445,4,Arizona,40516,0,1,1,0,4,CONCHO,July,12,Wednesday,15,50,Rural,Medium Speed (Collector),No,34.32511944,-109.83103889,Non-Intersection,Daylight,Clear,Unknown,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,Unknown,Unknown EMS Hospital Arrival Time,1,Daylight,Clear,1,0,['Driver'],['None_Used'],0,0,Valid,0.0,0.0,23.0,23.0,['Female'],4,0,3,4,3,Dry,Straight,Grade/Hillcrest,Lowest,No
1446,4,Arizona,40517,0,1,1,0,1,PHOENIX,July,14,Friday,12,2,Urban,High Speed (Arterial),Yes,33.46226944,-112.22299444,Non-Intersection,Daylight,Clear,12:00pm-12:59pm,8,12:00pm-12:59pm,10,12:00pm-12:59pm,27,1,Daylight,Clear,1,0,['Driver'],['None_Used'],0,0,Valid,0.0,0.0,48.0,48.0,['Male'],0,0,5,3,3,Dry,Straight,Level,Lowest,No
1447,4,Arizona,40518,0,2,2,0,5,MESA,July,14,Friday,16,1,Rural,Low Speed (Local),No,33.37366111,-111.67079722,Non-Intersection,Daylight,Clear,Unknown,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,Unknown,Unknown EMS Hospital Arrival Time,1,Daylight,Clear,1,4,['Driver'],['Shoulder_Lapbelt'],1,1,Valid,0.0,2.0,47.0,39.0,"['Male', 'Male']",4,0,3,4,5,Dry,Straight,Level,Lowest,No
1448,4,Arizona,40519,0,1,1,0,1,YUMA,July,14,Friday,16,32,Urban,Low Speed (Local),No,32.68454444,-114.55296389,Non-Intersection,Daylight,Clear,Unknown,Unknown,Unknown EMS Scene Arrival Hour,Unknown EMS Scene Arrival Minutes,Unknown,Unknown EMS Hospital Arrival Time,1,Daylight,Clear,1,0,['Driver'],['None_Used'],0,0,Valid,0.0,0.0,74.0,74.0,['Male'],0,0,3,4,2,Dry,Straight,Level,Lowest,No
1449,4,Arizona,40520,1,1,1,0,1,MESA,July,16,Sunday,7,40,Urban,High Speed (Arterial),Yes,33.38641944,-111.58702778,Non-Intersection,Daylight,Clear,7:00am-7:59am,43,7:00am-7:59am,50,Not Applicable (Not Transported),Not Applicable (Not Transported),1,Daylight,Clear,0,1,[],[],0,0,Valid,0.0,0.0,45.0,45.0,['Male'],0,0,1,3,4,Dry,Straight,Level,Medium,No
1450,4,Arizona,40521,1,1,1,0,1,LAKE HAVASU CITY,July,17,Monday,9,57,Urban,High Speed (Arterial),Yes,34.45275556,-114.26559444,Non-Intersection,Daylight,Clear,9:00am-9:59am,59,10:00am-10:59am,3,Not Applicable (Not Transported),Not Applicable (Not Transported),1,Daylight,Clear,0,1,[],[],0,0,Valid,0.0,2.0,60.0,60.0,['Male'],0,0,4,1,4,Dry,Straight,Level,Lowest,No
1451,4,Arizona,40522,0,2,2,0,2,TUCSON,July,19,Wednesday,6,11,Urban,Medium Speed (Collector),No,32.22895278,-110.87306667,Simple Junction,Daylight,Clear,6:00am-6:59am,11,6:00am-6:59am,18,6:00am-6:59am,35,1,Daylight,Clear,1,1,['Driver'],['None_Used'],0,0,Valid,0.0,1.0,49.0,44.0,"['Male', 'Male']",0,0,5,4,5,Dry,Straight,Level,Lowest,No
